Country,State,District,Latitude,Longitude,Climate_Zone,Season,Aqua_Type,Species,Suitability_Score
Bangladesh,Surat Thani,North Ericside,-2.2296,72.1276,Tropical,Winter,Fish,Rohu,95
Thailand,Chittagong,Lake Michele,22.3397,80.1586,Subtropical,Summer,Fish,Snapper,96
India,Andhra Pradesh,Joshualand,9.1997,75.6103,Subtropical,Monsoon,Fish,Milkfish,68
India,Nakorn Si Thammarat,Khanland,23.1671,92.9945,Tropical,Winter,Fish,Catfish,53
Indonesia,Gujarat,East Kimberlyborough,-3.575,95.3155,Tropical,Summer,Prawn,Black Tiger Shrimp,73
Indonesia,Barisal,Thomasport,29.6908,79.1666,Subtropical,Summer,Crab,Soft Shell Crab,61
India,Gujarat,Jodystad,0.7128,90.6619,Tropical,Winter,Fish,Tuna,99
Indonesia,Rayong,Jacobland,10.3755,75.3862,Subtropical,Winter,Fish,Pangasius,83
Bangladesh,Tamil Nadu,Millerside,16.0364,61.8958,Tropical,Winter,Fish,Tuna,84
India,Bali,Ashleyville,-9.2847,72.2163,Tropical,Summer,Crab,Snow Crab,98
Indonesia,Rayong,Steeletown,25.2074,76.6093,Subtropical,Summer,Fish,Salmon,78
Indonesia,Ca Mau,North Jennyburgh,17.0488,85.713,Subtropical,Summer,Fish,Cod,89
Thailand,Can Tho,Tabithaville,22.8175,81.7355,Tropical,Monsoon,Fish,Grouper,52
Vietnam,Sylhet,Lake Jacksonville,11.1492,67.8321,Tropical,Summer,Fish,Snapper,100
Thailand,Chonburi,North Robert,1.665,82.7642,Tropical,Monsoon,Fish,Pangasius,88
Indonesia,Andhra Pradesh,Mosleyburgh,29.6287,63.1965,Tropical,Winter,Fish,Cod,95
Thailand,Sulawesi,Michaelmouth,-5.4974,68.8015,Tropical,Summer,Prawn,Whiteleg Shrimp,96
Bangladesh,Java,Sharonborough,18.5682,88.5176,Subtropical,Winter,Fish,Catfish,52
Vietnam,Gujarat,Port Crystalview,18.7894,74.8148,Tropical,Winter,Prawn,Banana Prawn,93
Indonesia,Trat,Christopherview,8.7391,97.4497,Subtropical,Summer,Fish,Tilapia,67
Bangladesh,Chittagong,New Toni,8.734,79.4564,Tropical,Summer,Crab,Blue Swimmer Crab,60
Vietnam,West Bengal,North Jacquelineberg,4.3303,95.6684,Tropical,Monsoon,Fish,Pangasius,89
Indonesia,Sumatra,Sharonland,22.6675,64.7712,Subtropical,Winter,Fish,Trout,97
India,Barisal,Watsonstad,17.8976,72.5969,Tropical,Winter,Fish,Carp,80
Thailand,Nakorn Si Thammarat,East Loristad,27.6161,62.5354,Tropical,Winter,Crab,Snow Crab,71
India,Andhra Pradesh,New Timothy,-5.3661,80.1468,Tropical,Winter,Fish,Catfish,40
India,Soc Trang,Port Jonathan,6.4295,84.2668,Tropical,Winter,Crab,Snow Crab,59
Thailand,Bac Lieu,East Robert,20.6043,90.1611,Tropical,Monsoon,Prawn,Banana Prawn,74
Thailand,Bihar,Denisebury,23.4929,91.0536,Subtropical,Summer,Fish,Rohu,71
Indonesia,Bihar,South Albert,18.7382,70.3086,Tropical,Summer,Fish,Snapper,57
Vietnam,Khulna,Lake Dawn,22.4232,84.4114,Subtropical,Summer,Prawn,Whiteleg Shrimp,59
India,Sulawesi,Patelville,-3.4616,89.8061,Subtropical,Monsoon,Crab,Blue Swimmer Crab,76
Bangladesh,Java,South Brenda,19.1574,91.4435,Subtropical,Monsoon,Crab,Soft Shell Crab,98
India,Odisha,West Tammy,29.8971,95.2866,Subtropical,Winter,Fish,Rohu,72
Bangladesh,Bihar,Lake Sherrifurt,-3.1803,86.5228,Tropical,Winter,Fish,Rohu,44
Vietnam,Ca Mau,East Benjaminport,-1.281,80.1872,Tropical,Winter,Fish,Rohu,73
Thailand,Chonburi,Taylortown,25.9981,81.3532,Tropical,Summer,Fish,Grouper,62
Bangladesh,Sulawesi,Lake Amberport,10.7155,69.4735,Subtropical,Monsoon,Crab,King Crab,48
Bangladesh,Gujarat,Robertsmouth,-6.1559,65.2646,Subtropical,Summer,Fish,Milkfish,93
Indonesia,Soc Trang,Smithmouth,17.4781,90.0794,Subtropical,Winter,Prawn,Whiteleg Shrimp,60
India,Khulna,Tinaberg,22.9052,69.6489,Subtropical,Monsoon,Prawn,Black Tiger Shrimp,60
Thailand,Andhra Pradesh,Lake Mackenzie,-6.9221,99.2409,Tropical,Winter,Fish,Snapper,47
Indonesia,Rajshahi,Lake Brandonmouth,26.9182,75.3951,Subtropical,Monsoon,Fish,Grouper,88
India,Ca Mau,North Cynthia,10.777,81.3146,Tropical,Monsoon,Prawn,Tiger Prawn,81
Indonesia,West Bengal,Haydenshire,23.7459,90.41,Tropical,Winter,Crab,King Crab,85
Vietnam,Rayong,East Linda,11.1919,91.7724,Tropical,Monsoon,Fish,Cod,94
Indonesia,Kerala,Kristinborough,7.4993,96.3924,Subtropical,Summer,Fish,Carp,77
India,Chittagong,West Victoria,7.5594,70.5167,Tropical,Monsoon,Prawn,Banana Prawn,40
Thailand,Odisha,Michaelside,-4.488,84.8223,Tropical,Winter,Fish,Barramundi,40
Vietnam,Can Tho,Lake Lauren,-7.4737,67.798,Tropical,Winter,Crab,King Crab,51
Indonesia,Rajshahi,Payneshire,12.4074,61.0643,Tropical,Monsoon,Fish,Snapper,87
Bangladesh,Bihar,Lake Christine,10.8573,87.3852,Tropical,Winter,Fish,Tuna,90
Bangladesh,Bihar,South Dustin,29.4033,98.1903,Tropical,Summer,Fish,Catfish,87
Bangladesh,Odisha,South Tyler,22.7648,94.4676,Subtropical,Monsoon,Prawn,Banana Prawn,94
Bangladesh,Chittagong,Gonzalezside,25.6756,66.3052,Tropical,Summer,Fish,Tilapia,42
Indonesia,Bihar,East Nicolemouth,-2.1148,77.1174,Tropical,Winter,Fish,Seabass,87
Vietnam,Java,Bensonstad,7.8396,82.2891,Tropical,Monsoon,Fish,Milkfish,48
Vietnam,Surat Thani,Salazarburgh,24.9046,80.6236,Tropical,Monsoon,Crab,Dungeness Crab,75
India,Tamil Nadu,Kevinstad,-3.451,92.9494,Tropical,Winter,Crab,Blue Swimmer Crab,82
Bangladesh,Barisal,New Kevinburgh,11.3815,89.3876,Subtropical,Monsoon,Fish,Grouper,52
Bangladesh,West Bengal,Cookchester,9.4643,64.6814,Subtropical,Monsoon,Prawn,King Prawn,82
India,Chonburi,Maciasbury,11.5501,65.2509,Tropical,Summer,Fish,Grouper,86
Thailand,Kalimantan,Lake Dawnshire,23.3545,66.1734,Subtropical,Monsoon,Prawn,Banana Prawn,65
Bangladesh,Rayong,Barbaraborough,5.7106,86.4863,Subtropical,Monsoon,Fish,Catfish,93
India,Rajshahi,Lake Stephanie,17.5816,83.6127,Tropical,Summer,Fish,Trout,72
Indonesia,Gujarat,Lake Christopherton,-4.1874,60.5555,Tropical,Summer,Fish,Pangasius,96
Bangladesh,Nakorn Si Thammarat,Andersonport,-3.1686,97.8966,Tropical,Winter,Prawn,Freshwater Prawn,65
Indonesia,Tamil Nadu,Delgadohaven,19.8462,60.7762,Tropical,Winter,Crab,King Crab,53
Vietnam,Kerala,East Christopherview,-7.1557,98.1624,Tropical,Winter,Fish,Tilapia,79
Indonesia,Sumatra,Adamsburgh,24.8712,65.3035,Tropical,Winter,Crab,Snow Crab,59
Bangladesh,Gujarat,New Brookeland,5.0907,73.5634,Subtropical,Summer,Fish,Snapper,92
India,Chonburi,Lake Kerryborough,0.6341,82.0877,Subtropical,Summer,Fish,Salmon,78
Indonesia,Rajshahi,New Curtis,-9.4748,93.9209,Subtropical,Winter,Fish,Carp,58
Vietnam,Sylhet,Shannonfurt,12.3903,67.697,Subtropical,Monsoon,Fish,Barramundi,42
Indonesia,Gujarat,East Darius,0.0573,78.7598,Subtropical,Summer,Prawn,Black Tiger Shrimp,67
Indonesia,Barisal,New Bethtown,19.0837,73.6081,Tropical,Winter,Prawn,King Prawn,55
Thailand,Surat Thani,Reyesville,28.1148,76.7874,Tropical,Winter,Fish,Carp,68
Thailand,Ca Mau,Whitneyberg,25.0564,81.4511,Subtropical,Monsoon,Fish,Barramundi,87
Vietnam,West Bengal,Tammieside,9.1399,74.533,Subtropical,Summer,Fish,Trout,86
Indonesia,Kalimantan,Randallstad,3.1977,65.3038,Tropical,Winter,Prawn,King Prawn,96
Thailand,Khulna,Ivanview,0.4768,89.5325,Subtropical,Monsoon,Fish,Cod,85
Thailand,Rajshahi,Johnsontown,8.5598,60.043,Subtropical,Monsoon,Crab,Blue Swimmer Crab,85
Indonesia,Surat Thani,South Amanda,18.0668,89.4369,Tropical,Winter,Fish,Barramundi,64
Thailand,Sulawesi,Timothyfurt,-7.0455,86.3279,Subtropical,Winter,Prawn,Tiger Prawn,98
Vietnam,Tamil Nadu,Marcusfurt,26.3763,86.7324,Tropical,Winter,Fish,Seabass,68
Vietnam,Rajshahi,Melindaton,-8.2648,86.474,Subtropical,Monsoon,Fish,Tuna,44
India,Mekong Delta,Kennedystad,-8.4006,99.9244,Subtropical,Summer,Fish,Tilapia,69
Thailand,Soc Trang,North Melissaland,-7.1323,77.8949,Tropical,Summer,Prawn,Black Tiger Shrimp,81
Indonesia,Sulawesi,South Hannah,-5.6027,98.2409,Tropical,Summer,Fish,Carp,72
Indonesia,Trat,North Matthew,27.1787,62.5585,Subtropical,Monsoon,Fish,Carp,44
Indonesia,Soc Trang,East Anthony,-0.7106,96.8083,Tropical,Monsoon,Fish,Salmon,40
Vietnam,Bali,Carlosstad,8.2803,90.8717,Tropical,Winter,Fish,Catfish,68
Indonesia,Tamil Nadu,Jayville,0.5499,80.9247,Tropical,Monsoon,Crab,King Crab,84
India,Rajshahi,New Jonathanmouth,14.6965,99.5923,Subtropical,Monsoon,Crab,Blue Swimmer Crab,43
Vietnam,Can Tho,Petertown,-7.8877,91.037,Tropical,Monsoon,Fish,Rohu,97
Indonesia,Soc Trang,North Patriciaville,20.0238,95.032,Tropical,Summer,Fish,Grouper,72
Vietnam,Tamil Nadu,Josephfurt,28.4955,83.9235,Tropical,Winter,Crab,Soft Shell Crab,63
Bangladesh,Sylhet,Mistyfort,13.5765,75.0485,Subtropical,Winter,Prawn,Tiger Prawn,49
India,Soc Trang,South Davidfurt,23.4655,66.6528,Subtropical,Winter,Fish,Catfish,54
Indonesia,Rajshahi,Smithfort,-6.8009,96.755,Subtropical,Monsoon,Fish,Snapper,90
Thailand,Bali,Johnsonhaven,9.2822,64.8871,Subtropical,Summer,Fish,Pangasius,53
Indonesia,Can Tho,Kruegerberg,1.5866,73.8414,Subtropical,Monsoon,Fish,Pangasius,72
Vietnam,Sylhet,Schultzport,-6.1124,75.885,Subtropical,Summer,Crab,Mud Crab,56
Vietnam,Soc Trang,Higginsfort,22.3902,97.5936,Subtropical,Monsoon,Fish,Catfish,41
India,Bac Lieu,South Edward,-4.9048,88.3502,Subtropical,Winter,Crab,Snow Crab,51
Thailand,Andhra Pradesh,Kelseyport,1.6813,91.3762,Subtropical,Summer,Prawn,Black Tiger Shrimp,62
India,Surat Thani,Lake Cathytown,-1.3693,99.6821,Tropical,Winter,Crab,Soft Shell Crab,61
Vietnam,Chittagong,Morganfort,-0.845,61.2773,Subtropical,Summer,Prawn,King Prawn,50
Vietnam,Mekong Delta,North Robert,25.5215,95.3701,Tropical,Monsoon,Fish,Barramundi,77
Bangladesh,Kalimantan,Tinashire,12.3184,70.7918,Tropical,Winter,Crab,Snow Crab,85
Bangladesh,Ca Mau,Deannabury,19.6831,83.6211,Subtropical,Summer,Fish,Cod,94
Vietnam,Ca Mau,South Patricia,18.633,81.8911,Subtropical,Summer,Fish,Tuna,71
India,Rajshahi,Moodyton,23.201,91.9975,Subtropical,Winter,Prawn,Tiger Prawn,70
Bangladesh,Barisal,Gibsonland,8.7862,71.3997,Tropical,Winter,Fish,Seabass,56
Thailand,Nakorn Si Thammarat,Larsonland,9.9408,72.5945,Subtropical,Winter,Fish,Tilapia,40
India,Khulna,Lake Adamville,16.3238,69.3587,Subtropical,Winter,Fish,Tilapia,78
Thailand,Can Tho,Brandonville,19.4538,72.2352,Subtropical,Summer,Crab,Snow Crab,76
Bangladesh,Sylhet,Diazland,20.6664,91.2187,Tropical,Summer,Prawn,Vannamei,76
India,Sylhet,Debrashire,5.631,62.9062,Subtropical,Monsoon,Fish,Rohu,85
Thailand,Kalimantan,Lake Angelaberg,12.4804,66.6822,Tropical,Summer,Fish,Trout,83
Indonesia,Sylhet,Kevintown,19.2913,62.7766,Subtropical,Monsoon,Crab,Soft Shell Crab,47
India,Java,Fredericktown,-8.3854,73.531,Tropical,Summer,Fish,Salmon,68
India,Bihar,Boydshire,20.4753,76.8144,Subtropical,Summer,Fish,Rohu,62
India,Sumatra,East Josephmouth,4.1004,87.9846,Tropical,Summer,Prawn,King Prawn,42
Bangladesh,Sumatra,Elaineview,17.8973,63.4749,Subtropical,Summer,Crab,Soft Shell Crab,95
Indonesia,West Bengal,Smithton,5.7935,60.7697,Tropical,Summer,Prawn,Black Tiger Shrimp,75
Indonesia,Surat Thani,North Ryanside,-0.7781,73.8875,Tropical,Monsoon,Prawn,Black Tiger Shrimp,49
Bangladesh,Bihar,Bowmanburgh,24.3081,61.1923,Tropical,Summer,Fish,Catfish,66
Indonesia,Sumatra,Port Holly,5.6565,61.3906,Subtropical,Monsoon,Crab,Blue Swimmer Crab,54
Indonesia,West Bengal,Carlosbury,9.3584,65.3711,Tropical,Monsoon,Prawn,Whiteleg Shrimp,60
India,Nakorn Si Thammarat,North Juan,-1.2195,66.5536,Tropical,Monsoon,Fish,Tuna,94
Thailand,Sulawesi,Caldwellberg,-5.9417,84.7342,Subtropical,Summer,Crab,Soft Shell Crab,81
Indonesia,Tamil Nadu,Lake Shelby,17.1294,80.7243,Tropical,Monsoon,Fish,Tuna,43
Thailand,Barisal,Sharptown,19.9558,70.6882,Tropical,Summer,Prawn,King Prawn,90
Vietnam,Ca Mau,Lake Garrett,27.4662,70.9317,Tropical,Summer,Fish,Salmon,80
India,Bali,West Brandonport,8.2675,87.7711,Subtropical,Summer,Crab,King Crab,88
Indonesia,Odisha,South Jackhaven,-9.3642,76.9547,Subtropical,Summer,Prawn,Black Tiger Shrimp,96
Vietnam,Kalimantan,Port Erikashire,-9.0977,96.7809,Subtropical,Summer,Fish,Pangasius,57
Bangladesh,Andhra Pradesh,Masonbury,12.2534,75.7376,Subtropical,Summer,Fish,Tuna,98
Bangladesh,Trat,Farleyborough,16.7686,85.6288,Tropical,Monsoon,Crab,Blue Swimmer Crab,77
Thailand,Soc Trang,East Kelsey,7.101,78.3786,Subtropical,Monsoon,Crab,Snow Crab,85
Indonesia,Can Tho,Codyton,-3.4248,64.5363,Tropical,Winter,Fish,Catfish,84
Bangladesh,Can Tho,South Matthew,13.4749,96.3136,Subtropical,Monsoon,Prawn,Banana Prawn,64
India,West Bengal,South Markview,27.021,93.3225,Subtropical,Winter,Prawn,Black Tiger Shrimp,76
Bangladesh,Surat Thani,East Douglas,-0.9073,96.404,Tropical,Winter,Prawn,Vannamei,58
India,Bac Lieu,Port Janicebury,-2.6198,88.6829,Tropical,Summer,Fish,Trout,91
Vietnam,Chonburi,Munozview,10.8914,79.5078,Subtropical,Monsoon,Crab,Soft Shell Crab,46
India,Bihar,Donnatown,-4.6117,63.9757,Subtropical,Summer,Prawn,Tiger Prawn,89
Indonesia,Gujarat,East Stephen,16.5419,94.3085,Tropical,Summer,Prawn,King Prawn,92
Indonesia,Barisal,Norrisview,23.4067,68.6464,Tropical,Monsoon,Fish,Milkfish,45
Thailand,Nakorn Si Thammarat,Lorichester,10.9772,99.8133,Tropical,Winter,Fish,Barramundi,78
Bangladesh,Kerala,Markport,-7.0871,83.3836,Subtropical,Summer,Prawn,Banana Prawn,70
Indonesia,Mekong Delta,West Samuelfort,29.8707,69.2541,Tropical,Monsoon,Fish,Barramundi,63
Thailand,Sulawesi,Michaelburgh,13.8723,66.9025,Tropical,Winter,Prawn,Black Tiger Shrimp,51
Bangladesh,Tamil Nadu,West Kevin,29.295,69.5894,Subtropical,Summer,Fish,Tuna,73
Thailand,Trat,East Brianview,13.3408,97.705,Tropical,Winter,Fish,Catfish,63
Vietnam,West Bengal,South Paula,5.8513,78.7211,Tropical,Winter,Crab,Dungeness Crab,55
Vietnam,Nakorn Si Thammarat,Evanfurt,20.7028,83.5619,Tropical,Summer,Fish,Carp,82
Thailand,Trat,Maryberg,5.2879,81.8403,Tropical,Winter,Fish,Snapper,72
India,Kalimantan,Clarencemouth,5.0226,86.9669,Tropical,Summer,Crab,Snow Crab,77
Indonesia,Bali,Smithborough,0.9657,60.6447,Subtropical,Winter,Fish,Seabass,57
India,West Bengal,West David,12.0877,64.9906,Tropical,Monsoon,Prawn,Black Tiger Shrimp,62
India,Nakorn Si Thammarat,New Johnmouth,26.7243,69.5047,Tropical,Winter,Fish,Catfish,99
Vietnam,Rayong,Edwardmouth,17.6418,88.6624,Tropical,Monsoon,Crab,Soft Shell Crab,47
India,Bac Lieu,Evanshaven,-6.2407,71.6878,Tropical,Summer,Fish,Catfish,42
Bangladesh,Kalimantan,Jessicafurt,26.8175,89.9791,Tropical,Summer,Fish,Rohu,43
India,Java,East Phillip,16.1286,98.7011,Tropical,Winter,Fish,Trout,66
Thailand,Bali,Mendozaview,2.4618,72.9238,Subtropical,Winter,Prawn,Tiger Prawn,61
India,Sylhet,New Margaretville,0.7061,66.5221,Tropical,Winter,Crab,Soft Shell Crab,83
India,Sylhet,Port Michael,13.1578,74.9708,Tropical,Monsoon,Fish,Tilapia,88
Bangladesh,Bali,North David,22.0329,62.8813,Subtropical,Winter,Fish,Seabass,85
Thailand,Gujarat,Lake Jonathonland,26.1211,77.2466,Subtropical,Summer,Crab,Mud Crab,68
Bangladesh,Sulawesi,New Jessica,12.9148,73.2165,Tropical,Winter,Fish,Cod,41
India,Bali,East Emily,-8.2256,61.6428,Subtropical,Winter,Prawn,Freshwater Prawn,91
India,Surat Thani,West Diamondberg,-6.1554,88.7039,Subtropical,Summer,Fish,Carp,84
Vietnam,Sulawesi,New Joannaton,8.9442,95.0363,Subtropical,Monsoon,Fish,Milkfish,95
Indonesia,Kerala,Lisahaven,-9.8346,93.7437,Subtropical,Winter,Crab,King Crab,44
India,Rajshahi,Mariafort,4.7155,87.8331,Subtropical,Winter,Prawn,Tiger Prawn,68
Indonesia,Chittagong,North Mariafurt,-2.4156,73.6298,Tropical,Monsoon,Prawn,Tiger Prawn,95
Vietnam,Chittagong,South Steven,22.9162,64.1705,Subtropical,Monsoon,Fish,Seabass,94
India,Rajshahi,Joshuamouth,27.4571,74.6872,Subtropical,Monsoon,Crab,Dungeness Crab,64
Bangladesh,Can Tho,South Alvin,12.6755,69.218,Tropical,Summer,Prawn,Black Tiger Shrimp,48
India,Nakorn Si Thammarat,North Danielport,8.0906,90.0356,Tropical,Winter,Fish,Carp,57
Bangladesh,Gujarat,South Jerryhaven,17.5864,68.0878,Tropical,Monsoon,Crab,Dungeness Crab,64
India,Nakorn Si Thammarat,Lake Laurabury,2.9592,73.8374,Subtropical,Monsoon,Fish,Trout,47
Thailand,Trat,Evelynfurt,26.5358,80.7662,Tropical,Monsoon,Crab,Snow Crab,45
Indonesia,Chittagong,Thompsonport,0.2889,99.3089,Tropical,Monsoon,Crab,Soft Shell Crab,97
Thailand,Java,South Joshua,18.9224,71.8071,Tropical,Winter,Fish,Carp,65
Bangladesh,Nakorn Si Thammarat,Leeberg,13.1429,89.2249,Tropical,Winter,Crab,Snow Crab,61
Thailand,Ca Mau,Riosstad,1.6178,74.3204,Tropical,Monsoon,Fish,Snapper,56
India,Bali,West Timothytown,26.8298,83.8553,Subtropical,Winter,Fish,Carp,48
Bangladesh,Khulna,North Brandymouth,25.9107,79.9023,Subtropical,Winter,Fish,Trout,80
Thailand,Tamil Nadu,West Tammyfurt,-6.9824,78.9439,Tropical,Winter,Prawn,Banana Prawn,91
India,Java,Albertview,-7.9265,87.8598,Subtropical,Monsoon,Prawn,Whiteleg Shrimp,90
Indonesia,Barisal,Reyeston,-5.589,64.263,Subtropical,Monsoon,Crab,Soft Shell Crab,55
Vietnam,Bali,North Alexis,18.558,73.8856,Subtropical,Winter,Crab,Dungeness Crab,81
Vietnam,Bali,Rileymouth,3.3347,92.6219,Tropical,Monsoon,Crab,Dungeness Crab,51
Bangladesh,Kalimantan,Lake Williamstad,8.6741,90.0296,Tropical,Winter,Fish,Seabass,46
Indonesia,Trat,East Thomasbury,8.3761,64.6946,Subtropical,Summer,Fish,Catfish,56
Vietnam,Java,Jonesstad,21.3631,87.6306,Tropical,Monsoon,Fish,Snapper,100
Thailand,Rajshahi,West Sydneyland,-1.5062,78.8202,Subtropical,Summer,Fish,Barramundi,86
Indonesia,Sylhet,North Arthurhaven,-9.7963,64.1008,Tropical,Monsoon,Fish,Pangasius,62
Vietnam,Barisal,North Sherry,27.264,76.5773,Tropical,Summer,Prawn,Vannamei,64
Bangladesh,Andhra Pradesh,Elizabethtown,23.7324,83.2693,Tropical,Monsoon,Prawn,Vannamei,74
Indonesia,Java,South Patrickside,-8.6608,91.7109,Subtropical,Winter,Fish,Carp,90
Bangladesh,Sumatra,Clarkstad,4.9577,90.623,Tropical,Winter,Prawn,Vannamei,46
Thailand,Can Tho,Amyport,13.4754,97.7066,Tropical,Monsoon,Fish,Milkfish,65
Vietnam,Chonburi,Hillmouth,29.88,91.0156,Subtropical,Summer,Crab,Dungeness Crab,47
Indonesia,West Bengal,Thomasfurt,20.3896,61.1439,Subtropical,Summer,Fish,Tilapia,46
Vietnam,Bali,South Joseph,16.3048,71.8464,Subtropical,Winter,Fish,Trout,55
Vietnam,Trat,Lake Mark,4.4855,66.3401,Tropical,Winter,Fish,Milkfish,85
Indonesia,Barisal,East Davidstad,26.258,71.839,Subtropical,Summer,Prawn,Banana Prawn,92
Thailand,Barisal,Bonnieburgh,4.842,70.636,Subtropical,Winter,Prawn,Whiteleg Shrimp,78
Bangladesh,Kerala,Lake Tylerfurt,7.9567,70.0074,Tropical,Summer,Prawn,Freshwater Prawn,93
Bangladesh,Bac Lieu,West Jonathan,16.8218,95.8028,Subtropical,Monsoon,Prawn,Banana Prawn,100
Thailand,Kerala,North Sandrafurt,9.1839,91.9843,Tropical,Winter,Prawn,Freshwater Prawn,66
Indonesia,Can Tho,Rickyview,-6.6125,61.9886,Subtropical,Winter,Fish,Tuna,61
India,Sumatra,Obrienview,-6.9452,60.1301,Subtropical,Winter,Crab,Mud Crab,58
Thailand,Bali,Josephland,0.2179,78.4042,Subtropical,Winter,Prawn,Vannamei,93
Thailand,Andhra Pradesh,East Jaketon,0.3435,70.2221,Tropical,Monsoon,Fish,Barramundi,74
Bangladesh,Java,Goodborough,14.4629,96.1074,Subtropical,Summer,Crab,King Crab,70
Vietnam,Ca Mau,West Sarah,15.4582,86.4507,Subtropical,Summer,Fish,Trout,95
Vietnam,Khulna,North Michael,10.6247,74.7097,Tropical,Monsoon,Crab,Blue Swimmer Crab,79
India,Rajshahi,Collinview,26.6507,77.0773,Subtropical,Winter,Crab,Mud Crab,53
Bangladesh,Sulawesi,Alexandrastad,29.685,96.8976,Subtropical,Monsoon,Prawn,Banana Prawn,88
Thailand,Can Tho,Norrisborough,1.2169,66.8512,Tropical,Monsoon,Prawn,Tiger Prawn,94
India,Ca Mau,Ryanmouth,7.0297,70.541,Subtropical,Summer,Prawn,King Prawn,68
India,Andhra Pradesh,Ayalachester,3.3947,86.0314,Subtropical,Summer,Crab,Snow Crab,77
Indonesia,Gujarat,North Christopher,23.663,70.1276,Subtropical,Winter,Prawn,Black Tiger Shrimp,56
Indonesia,Nakorn Si Thammarat,Markside,2.7402,82.3699,Tropical,Summer,Fish,Pangasius,51
Indonesia,Java,South Micheleborough,25.0796,85.9969,Tropical,Summer,Prawn,Freshwater Prawn,77
India,Rajshahi,West Lisa,9.4471,70.8606,Subtropical,Summer,Prawn,Vannamei,91
India,West Bengal,Fullerville,-9.1138,61.9559,Subtropical,Summer,Prawn,Vannamei,94
Indonesia,Can Tho,Wendyland,2.6928,89.1772,Subtropical,Summer,Fish,Tuna,51
Bangladesh,Khulna,New Johnburgh,17.8294,82.5814,Subtropical,Monsoon,Prawn,Vannamei,98
Vietnam,Can Tho,Curtisside,-1.6254,87.352,Tropical,Summer,Prawn,Vannamei,46
Bangladesh,Kerala,West Carolfurt,0.9907,75.186,Subtropical,Winter,Fish,Barramundi,85
Indonesia,Mekong Delta,North Ethan,7.6158,65.9398,Tropical,Winter,Prawn,Freshwater Prawn,87
Vietnam,Chittagong,New Ericmouth,2.2376,61.3079,Subtropical,Winter,Prawn,Black Tiger Shrimp,90
Vietnam,Bihar,New Joshuashire,-7.1458,70.0356,Subtropical,Winter,Prawn,Whiteleg Shrimp,44
Vietnam,Mekong Delta,Robertbury,-2.6713,73.7712,Tropical,Summer,Fish,Barramundi,56
Thailand,Odisha,Jonesside,5.1721,79.4476,Subtropical,Summer,Fish,Catfish,61
Thailand,Rayong,Alejandrobury,-5.6958,66.2067,Tropical,Monsoon,Prawn,Black Tiger Shrimp,64
Bangladesh,Kerala,Wilsonmouth,17.2831,97.4239,Tropical,Summer,Fish,Salmon,44
Vietnam,Bac Lieu,Jamesborough,22.4272,84.4978,Tropical,Winter,Crab,Dungeness Crab,56
Thailand,Khulna,Steventon,28.4634,74.3701,Tropical,Winter,Fish,Salmon,40
Bangladesh,Java,Port Arielshire,21.4476,93.4412,Subtropical,Winter,Prawn,Banana Prawn,89
Thailand,Trat,Georgestad,10.3355,68.8237,Subtropical,Winter,Crab,Dungeness Crab,80
Vietnam,Bihar,Amberbury,23.3695,71.6474,Tropical,Summer,Fish,Salmon,65
Bangladesh,Barisal,Bradleybury,-7.948,89.4129,Tropical,Summer,Prawn,Black Tiger Shrimp,98
Vietnam,Mekong Delta,North Jaclynport,6.7958,74.9038,Tropical,Winter,Fish,Tuna,47
Indonesia,Khulna,Lake Caitlynhaven,12.3082,72.8473,Subtropical,Winter,Fish,Cod,100
Thailand,Barisal,South Adamborough,9.1361,94.6,Subtropical,Summer,Fish,Tuna,98
India,Gujarat,Katrinastad,8.0799,61.118,Tropical,Winter,Prawn,King Prawn,95
Bangladesh,Bihar,West Christophermouth,29.6662,63.2511,Subtropical,Winter,Fish,Tuna,53
Thailand,Ca Mau,Ericfort,20.8514,62.3571,Tropical,Winter,Prawn,Tiger Prawn,57
India,Bali,Christopherside,-8.9443,94.3187,Subtropical,Winter,Crab,Snow Crab,86
Thailand,Kalimantan,Lake Stevenside,11.7379,67.6862,Tropical,Winter,Fish,Trout,67
Indonesia,Mekong Delta,Mossburgh,1.7838,96.9319,Tropical,Monsoon,Prawn,Tiger Prawn,74
India,Java,East Jessica,7.8396,75.0688,Subtropical,Winter,Crab,King Crab,61
Bangladesh,Nakorn Si Thammarat,Aguilarton,-9.9765,78.893,Subtropical,Winter,Crab,Dungeness Crab,77
Thailand,Soc Trang,New Michael,12.8783,61.6171,Subtropical,Monsoon,Fish,Milkfish,51
Vietnam,Trat,Timothyview,0.7777,64.557,Subtropical,Monsoon,Prawn,Freshwater Prawn,47
Indonesia,Mekong Delta,Foxview,0.277,96.4011,Subtropical,Summer,Crab,Dungeness Crab,46
Vietnam,Kalimantan,Port Daniel,-3.0792,70.3238,Subtropical,Winter,Prawn,Freshwater Prawn,80
Vietnam,Rajshahi,Meaganville,-3.0412,99.3874,Tropical,Winter,Fish,Rohu,53
Bangladesh,Khulna,Richmondbury,-2.6743,64.434,Tropical,Monsoon,Crab,Mud Crab,64
Thailand,Kalimantan,East Calebshire,21.64,88.9798,Subtropical,Monsoon,Crab,Mud Crab,67
Indonesia,Odisha,Elliottborough,22.2936,81.3413,Subtropical,Summer,Crab,King Crab,66
